Chr	Start	End	Genome
A01	29158022	29158029	OIB
A01	29222577	29222784	OIB
A01	29303283	29308353	OIB
A01	29384234	29384236	OIB
A01	29396560	29403754	OIB
A01	29403881	29417598	OIB
A01	29418948	29421302	OIB
A01	29434231	29451433	OIB
A01	29772139	29772140	OIB
A01	29788940	29788947	OIB
A01	30000364	30000365	OIB
A01	31166421	31166422	OIB
A01	31184938	31184940	OIB
A01	31247884	31273911	OIB
A01	31315059	31319978	OIB
A01	31335511	31335512	OIB
A01	31367339	31367342	OIB
A01	31382454	31382455	OIB
A02	172420	173787	OIB
A02	185585	187977	OIB
A02	220995	225072	OIB
A02	370560	372391	OIB
A02	408933	409035	OIB
A02	413681	415815	OIB
A02	444271	480555	OIB
A02	605113	617885	OIB
A02	654286	666570	OIB
A02	715620	719677	OIB
A02	719823	734039	OIB
A02	865049	865050	OIB
A02	973885	974165	OIB
A02	1039479	1065267	OIB
A02	1103074	1118621	OIB
A02	1134008	1135645	OIB
A02	1151134	1159884	OIB
A02	1180075	1186577	OIB
A02	1241666	1241770	OIB
A02	1256482	1262759	OIB
A02	1273836	1274223	OIB
A02	1301655	1301806	OIB
A02	1314063	1314211	OIB
A02	1398422	1404317	OIB
A02	1404526	1441892	OIB
A02	1455811	1469850	OIB
A02	1528851	1528852	OIB
A02	1566628	1569940	OIB
A02	1594350	1599825	OIB
A02	1628996	1660529	OIB
A02	1674049	1679310	OIB
A02	1692837	1693448	OIB
A02	1748405	1751543	OIB
A02	1752819	1769746	OIB
A02	1849917	1853320	OIB
A02	1864447	1867391	OIB
A02	1882269	1890424	OIB
A02	1929709	1943995	OIB
A02	1954825	1971145	OIB
A02	2003272	2016662	OIB
A02	2035702	2046851	OIB
A02	2112056	2162652	OIB
A02	2378198	2383940	OIB
A02	2397360	2408895	OIB
A02	2561138	2567727	OIB
A02	2657841	2682582	OIB
A02	2732952	2739195	OIB
A02	2802535	2802605	OIB
A02	2826820	2828652	OIB
A02	2860973	2867470	OIB
A02	2892502	2898061	OIB
A02	2908259	2911436	OIB
A02	2911466	2924199	OIB
A02	2961188	2961635	OIB
A02	2965754	2979542	OIB
A02	2998502	3024141	OIB
A02	3034276	3034952	OIB
A02	3134684	3134685	OIB
A02	3179472	3183684	OIB
A02	3219067	3221365	OIB
A02	3221551	3231650	OIB
A02	3247182	3290220	OIB
A02	3291411	3293172	OIB
A02	3342368	3342413	OIB
A02	3352776	3363591	OIB
A02	3413470	3428034	OIB
A02	3449909	3449947	OIB
A02	3480537	3499751	OIB
A02	3676391	3677697	OIB
A02	3677797	3678782	OIB
A02	3715882	3736783	OIB
A02	3772183	3785694	OIB
A02	3818933	3834827	OIB
A02	3849467	3851568	OIB
A02	3861918	3863125	OIB
A02	3880721	3884352	OIB
A02	3886782	3899594	OIB
A02	3923097	3929671	OIB
A02	4006586	4006593	OIB
A02	4026625	4026704	OIB
A02	4090333	4116675	OIB
A02	4128251	4134668	OIB
A02	4157129	4172476	OIB
A02	4185638	4202504	OIB
A02	4223145	4234680	OIB
A02	4252050	4252077	OIB
A02	4294569	4301292	OIB
A02	4320968	4324608	OIB
A02	4356865	4364556	OIB
A02	4439837	4459098	OIB
A02	4459199	4484834	OIB
A02	4508975	4514356	OIB
A02	4596445	4603023	OIB
A02	4604005	4657762	OIB
A02	4682413	4696759	OIB
A02	4712028	4717431	OIB
A02	5095050	5095051	OIB
A02	5156237	5158369	OIB
A02	5255058	5255769	OIB
A02	5301462	5319506	OIB
A02	5339667	5341197	OIB
A02	5373335	5380846	OIB
A02	5402586	5439421	OIB
A02	5451554	5451556	OIB
A02	5472105	5472525	OIB
A02	5503495	5503638	OIB
A02	5608067	5610966	OIB
A02	5652965	5669818	OIB
A02	5693962	5697685	OIB
A02	5715724	5715878	OIB
A02	5798847	5800478	OIB
A02	5949722	5949765	OIB
A02	5961739	5973022	OIB
A02	6041220	6042162	OIB
A02	6057355	6071860	OIB
A02	6076507	6097134	OIB
A02	6108059	6119077	OIB
A02	6355620	6356189	OIB
A02	6375791	6376175	OIB
A02	6389510	6390021	OIB
A02	6558596	6559319	OIB
A02	6601791	6618113	OIB
A02	6631656	6632884	OIB
A02	6651750	6667083	OIB
A02	6677346	6703725	OIB
A02	6705955	6759537	OIB
A02	6783298	6784488	OIB
A02	6833706	6851032	OIB
A02	6889338	6917900	OIB
A02	6958506	6989219	OIB
A02	7027703	7030592	OIB
A02	7138883	7142893	OIB
A02	7143210	7153312	OIB
A02	7164153	7174523	OIB
A02	7239812	7239816	OIB
A02	7314120	7321384	OIB
A02	7417924	7444238	OIB
A02	7461906	7488271	OIB
A02	7500384	7513177	OIB
A02	7540649	7618621	OIB
A02	7724486	7727659	OIB
A02	7780049	7793715	OIB
A02	7872532	7873986	OIB
A02	7973803	8012632	OIB
A02	8044187	8046018	OIB
A02	8059364	8070934	OIB
A02	8084073	8088852	OIB
A02	8100406	8106259	OIB
A02	8189355	8199546	OIB
A02	8199647	8202832	OIB
A02	8244264	8254828	OIB
A02	8281871	8290555	OIB
A02	8360788	8406303	OIB
A02	8440817	8466831	OIB
A02	8519065	8525957	OIB
A02	8605221	8610147	OIB
A02	8610287	8611330	OIB
A02	8942381	8949398	OIB
A02	9061802	9063410	OIB
A02	9108886	9116261	OIB
A02	9132682	9137695	OIB
A02	9211099	9211305	OIB
A02	9458147	9458475	OIB
A02	9478164	9483007	OIB
A02	9562083	9574780	OIB
A02	9820496	9824007	OIB
A02	9868359	9868514	OIB
A02	9884605	9903911	OIB
A02	9920816	9927757	OIB
A02	9932822	9972373	OIB
A02	10059784	10073427	OIB
A02	10074186	10076045	OIB
A02	10091290	10139045	OIB
A02	10139146	10149531	OIB
A02	10159736	10184044	OIB
A02	10232126	10233897	OIB
A02	10258651	10271192	OIB
A02	10289552	10295379	OIB
A02	10386847	10406392	OIB
A02	10418144	10429320	OIB
A02	10499246	10504904	OIB
A02	10567253	10568483	OIB
A02	10568952	10576341	OIB
A02	10702044	10702950	OIB
A02	10788678	10788769	OIB
A02	10802148	10847033	OIB
A02	10939393	10939471	OIB
A02	11225522	11235001	OIB
A02	11266597	11274758	OIB
A02	11285313	11295204	OIB
A02	11311138	11317217	OIB
A02	11332531	11346829	OIB
A02	11366023	11366553	OIB
A02	11572215	11572427	OIB
A02	11622069	11624306	OIB
A02	11662626	11732166	OIB
A02	11780228	11794156	OIB
A02	11911206	11934013	OIB
A02	11975879	11975880	OIB
A02	12010266	12026230	OIB
A02	12119314	12124333	OIB
A02	12151621	12169023	OIB
A02	12176037	12196924	OIB
A02	12234337	12239276	OIB
A02	12252967	12255129	OIB
A02	12270407	12271782	OIB
A02	12304990	12312091	OIB
A02	12316081	12320047	OIB
A02	12385236	12401299	OIB
A02	12401335	12414231	OIB
A02	12461630	12471959	OIB
A02	12598991	12655371	OIB
A02	12655372	12659953	OIB
A02	12766863	12767505	OIB
A02	12781561	12782625	OIB
A02	12786746	12787385	OIB
A02	12804685	12804933	OIB
A02	12866797	12887863	OIB
A02	12910301	12910925	OIB
A02	13046068	13046076	OIB
A02	13072380	13076029	OIB
A02	13176712	13183324	OIB
A02	13195286	13235757	OIB
A02	13254337	13328472	OIB
A02	13344823	13347984	OIB
A02	13396186	13414986	OIB
A02	13429342	13444939	OIB
A02	13575890	13575900	OIB
A02	13575962	13581508	OIB
A02	13593162	13593216	OIB
A02	13799255	13806799	OIB
A02	13815369	13868254	OIB
A02	13995820	13995868	OIB
A02	14201670	14229554	OIB
A02	14267326	14267959	OIB
A02	14333080	14337491	OIB
A02	14416341	14417222	OIB
A02	14526940	14537082	OIB
A02	14570992	14589540	OIB
A02	14589874	14631884	OIB
A02	14643099	14647093	OIB
A02	14652238	14654482	OIB
A02	14707236	14707238	OIB
A02	14864307	14865254	OIB
A02	14892250	14893627	OIB
A02	14918712	14918881	OIB
A02	14938277	14938278	OIB
A02	15027271	15047184	OIB
A02	15063127	15123350	OIB
A02	15138130	15140826	OIB
A02	15159487	15162421	OIB
A02	15239801	15254611	OIB
A02	15316271	15317200	OIB
A02	15339179	15339181	OIB
A02	15436978	15438123	OIB
A02	15471604	15475102	OIB
A02	15538901	15547119	OIB
A02	15568879	15570233	OIB
A02	15614339	15620584	OIB
A02	15647582	15678471	OIB
A02	15711735	15717219	OIB
A02	15896356	15911729	OIB
A02	15925099	16015185	OIB
A02	16115975	16127441	OIB
A02	16150854	16150875	OIB
A02	16164401	16164852	OIB
A02	16302945	16312664	OIB
A02	16326675	16326689	OIB
A02	16330548	16356869	OIB
A02	16431351	16431441	OIB
A02	16802159	16803519	OIB
A02	17104823	17119120	OIB
A02	17135406	17135421	OIB
A02	17165781	17175486	OIB
A02	17181082	17201354	OIB
A02	17207966	17254087	OIB
A02	17254252	17276123	OIB
A02	17328307	17329938	OIB
A02	17780570	17785208	OIB
A02	17933078	17933278	OIB
A02	17998081	18000713	OIB
A02	18035828	18035831	OIB
A02	18205571	18212055	OIB
A02	18377127	18377668	OIB
A02	18402351	18402359	OIB
A02	18630730	18632143	OIB
A02	18713874	18713920	OIB
A02	18917723	18921702	OIB
A02	19044036	19044058	OIB
A02	19047570	19056829	OIB
A02	19186394	19186396	OIB
A02	19581281	19581282	OIB
A02	19650514	19663929	OIB
A02	20426860	20428306	OIB
A02	20641212	20641214	OIB
A02	21806103	21806106	OIB
A02	21861029	21861060	OIB
A02	21884533	21896597	OIB
A02	22025507	22033308	OIB
A02	22320716	22333250	OIB
A02	22548831	22549214	OIB
A02	22588270	22592910	OIB
A02	22650016	22650072	OIB
A02	22679961	22687514	OIB
A02	22687632	22719625	OIB
A02	22748126	22753142	OIB
A02	22802327	22816998	OIB
A02	22827306	22853247	OIB
A02	22857404	22868348	OIB
A02	22887933	22920341	OIB
A02	22920896	22948209	OIB
A02	22969102	23000961	OIB
A02	23058392	23059437	OIB
A02	23218357	23219340	OIB
A02	23743365	23763219	OIB
A02	23823802	23823839	OIB
A02	23864686	23875479	OIB
A02	23876946	23886355	OIB
A02	23916172	23918842	OIB
A02	23991761	24017605	OIB
A02	24032620	24050508	OIB
A02	24060756	24071741	OIB
A02	24093865	24104855	OIB
A02	24118962	24123166	OIB
A02	24136368	24228563	OIB
A02	24264265	24308532	OIB
A02	24364477	24401474	OIB
A02	24413603	24487357	OIB
A02	24494400	24520222	OIB
A02	24538666	24549711	OIB
A02	24561438	24639608	OIB
A02	24655263	24682807	OIB
A02	24736271	24741176	OIB
A02	24752932	24764054	OIB
A02	24775022	24790780	OIB
A02	24848538	24853380	OIB
A02	24865843	24882476	OIB
A02	24897254	24933872	OIB
A02	24945655	24945819	OIB
A02	25007481	25008745	OIB
A02	25033386	25034407	OIB
A02	25062081	25070792	OIB
A02	25096348	25099905	OIB
A02	25117013	25117272	OIB
A02	25149761	25155997	OIB
A02	25224469	25256648	OIB
A02	25663809	25677796	OIB
A02	25693735	25697160	OIB
A02	25790562	25805657	OIB
A02	25828904	25835767	OIB
A02	25854598	25859947	OIB
A02	25990061	25990258	OIB
A02	26007419	26023329	OIB
A02	26160329	26160416	OIB
A02	26190727	26239946	OIB
A02	26241438	26242300	OIB
A02	26318422	26320835	OIB
A02	26459407	26520114	OIB
A02	26531135	26557286	OIB
A02	26786340	26810182	OIB
A02	26929689	26938133	OIB
A02	26976006	26988497	OIB
A02	26995684	27011106	OIB
A02	27088396	27088402	OIB
A02	27150236	27152855	OIB
A02	27167853	27186154	OIB
A02	27346475	27361634	OIB
A02	27363951	27366247	OIB
A02	27392997	27407038	OIB
A02	27423499	27443394	OIB
A02	27455933	27462046	OIB
A02	27465207	27478057	OIB
A02	27479216	27510591	OIB
A02	27528537	27547030	OIB
A02	27560130	27561344	OIB
A02	27573405	27582230	OIB
A02	27600750	27620164	OIB
A02	27690418	27701016	OIB
A02	27777631	27778192	OIB
A02	27825593	27908699	OIB
A02	27920741	27930713	OIB
A02	27940935	27946925	OIB
A02	27980928	27981761	OIB
A02	27997138	28006502	OIB
A02	28021851	28035524	OIB
A02	28067045	28115255	OIB
A02	28141102	28152872	OIB
A02	28200383	28223235	OIB
A02	28244910	28329493	OIB
A02	28345605	28351256	OIB
A02	28351272	28363712	OIB
A02	28435303	28443703	OIB
A02	28493331	28518282	OIB
A02	28530266	28549093	OIB
A02	28559488	28560369	OIB
A02	28592691	28604787	OIB
A02	28636716	28641633	OIB
A02	28650288	28692917	OIB
A02	28711791	28737957	OIB
A02	28752150	28752816	OIB
A02	28780804	28788215	OIB
A02	28828981	28841502	OIB
A02	28863294	28874778	OIB
A02	28911226	28911317	OIB
A02	28962650	28975778	OIB
A02	29159590	29176319	OIB
A02	29231632	29247502	OIB
A02	29259401	29278004	OIB
A02	29290044	29295828	OIB
A02	29387087	29456428	OIB
A02	29471931	29477085	OIB
A02	29498820	29499105	OIB
A02	29525392	29540679	OIB
A02	29581643	29592952	OIB
A02	29617717	29624047	OIB
A02	29672715	29676743	OIB
A02	29690425	29696538	OIB
A02	29810876	29810956	OIB
A02	29882711	29883064	OIB
A02	30032230	30038144	OIB
A02	30052447	30055228	OIB
A02	30073266	30082592	OIB
A02	30087171	30180131	OIB
A02	30219299	30220745	OIB
A02	30242184	30257313	OIB
A02	30273846	30288755	OIB
A02	30364419	30366738	OIB
A02	30417352	30420982	OIB
A02	30467886	30484782	OIB
A02	30488330	30499187	OIB
A02	30501990	30513969	OIB
A02	30633796	30636745	OIB
A02	30711046	30711555	OIB
A02	30736373	30748826	OIB
A02	30843320	30847688	OIB
A02	30861167	30912843	OIB
A02	30937272	30959722	OIB
A02	31026704	31045702	OIB
A02	31056369	31056370	OIB
A02	31091456	31091708	OIB
A02	31159593	31163400	OIB
A02	31184460	31185648	OIB
A02	31185749	31195344	OIB
A02	31207667	31225419	OIB
A02	31329709	31337861	OIB
A02	31339167	31362747	OIB
A02	31375459	31402155	OIB
A02	31443673	31445624	OIB
A02	31500876	31511731	OIB
A02	31538153	31547229	OIB
A02	31563222	31570472	OIB
A02	31608219	31622900	OIB
A02	31626878	31626881	OIB
A02	31667897	31683426	OIB
A02	31726125	31737092	OIB
A02	31756295	31759185	OIB
A02	31771541	31782832	OIB
A02	31792909	31795892	OIB
A02	31812615	31816031	OIB
A02	31824646	31845473	OIB
A02	31892931	31896917	OIB
A02	31964571	31971431	OIB
A02	31972046	31972049	OIB
A02	31986606	32013403	OIB
A02	32031846	32047225	OIB
A02	32058362	32063214	OIB
A02	32065527	32082597	OIB
A02	32098247	32121172	OIB
A02	32141110	32189762	OIB
A02	32222027	32266435	OIB
A02	32280249	32291682	OIB
A02	32352486	32372816	OIB
A02	32381880	32381881	OIB
A02	32445020	32457585	OIB
A02	32457951	32459966	OIB
A02	32473531	32477439	OIB
A02	32497606	32501974	OIB
A02	32510497	32527082	OIB
A02	32565001	32582591	OIB
A02	32587495	32589783	OIB
A02	32607365	32611612	OIB
A02	32622344	32625528	OIB
A02	32627548	32639333	OIB
A02	32659406	32674406	OIB
A02	32704413	32713943	OIB
A02	32810152	32816896	OIB
A02	32839927	32843099	OIB
A02	32853933	32856896	OIB
A02	32906196	32912194	OIB
A02	32928252	32956454	OIB
A02	32972101	32975248	OIB
A02	32986450	32991976	OIB
A02	33030033	33037982	OIB
A02	33117091	33118136	OIB
A02	33174821	33199989	OIB
A02	33236276	33287563	OIB
A02	33287803	33288106	OIB
A02	33300218	33352677	OIB
A02	33355987	33360294	OIB
A02	33386606	33387695	OIB
A02	33444810	33445338	OIB
A03	50110	70105	OIB
A03	94996	116941	OIB
A03	196606	201768	OIB
A03	232285	234035	OIB
A03	332656	337615	OIB
A03	387812	392412	OIB
A03	494446	515319	OIB
A03	636705	644204	OIB
A03	749807	761846	OIB
A03	876728	876777	OIB
A03	951135	961300	OIB
A03	981185	988495	OIB
A03	1063652	1066864	OIB
A03	1189489	1200354	OIB
A03	1216666	1220518	OIB
A03	1230663	1234147	OIB
A03	1266195	1270260	OIB
A03	1428466	1428618	OIB
A03	1440289	1518582	OIB
A03	1540731	1551469	OIB
A03	1562156	1564882	OIB
A03	1578659	1590246	OIB
A03	1610869	1617430	OIB
A03	1645207	1649827	OIB
A03	1661515	1673031	OIB
A03	1767113	1781159	OIB
A03	1781173	1801875	OIB
A03	1855185	1856294	OIB
A03	1879860	1883369	OIB
A03	1887870	1888346	OIB
A03	1990343	1998272	OIB
A03	2044605	2048531	OIB
A03	2058848	2058878	OIB
A03	2090537	2107070	OIB
A03	2142872	2146314	OIB
A03	2165447	2193910	OIB
A03	2255427	2256448	OIB
A03	2294575	2309653	OIB
A03	2319858	2336555	OIB
A03	2379995	2381797	OIB
A03	2381837	2382851	OIB
A03	2459635	2459636	OIB
A03	2461930	2473356	OIB
A03	2719371	2720612	OIB
A03	2721033	2721157	OIB
A03	2796113	2826313	OIB
A03	2843907	2844585	OIB
A03	2858051	2859223	OIB
A03	2911583	2922307	OIB
A03	3100609	3105935	OIB
A03	3121796	3122959	OIB
A03	3137657	3141286	OIB
A03	3271631	3279656	OIB
A03	3302071	3308746	OIB
A03	3329537	3329539	OIB
A03	3367097	3379479	OIB
A03	3410470	3426065	OIB
A03	3444131	3466856	OIB
A03	3478245	3502004	OIB
A03	3567945	3568928	OIB
A03	3603680	3605462	OIB
A03	3785612	3797872	OIB
A03	3818039	3875496	OIB
A03	3890324	3893269	OIB
A03	3926165	3926454	OIB
A03	3937219	3943036	OIB
A03	3964692	3968319	OIB
A03	4041838	4061207	OIB
A03	4107791	4124487	OIB
A03	4177978	4180111	OIB
A03	4193789	4208469	OIB
A03	4241513	4241529	OIB
A03	4256690	4260046	OIB
A03	4396950	4400809	OIB
A03	4404679	4405049	OIB
A03	4415088	4423481	OIB
A03	4448168	4469556	OIB
A03	4469655	4485695	OIB
A03	4581881	4583250	OIB
A03	4608224	4633189	OIB
A03	4685748	4694488	OIB
A03	4713408	4724001	OIB
A03	4745417	4755743	OIB
A03	4760493	4764927	OIB
A03	4812004	4824000	OIB
A03	4843715	4854110	OIB
A03	4905322	4933891	OIB
A03	4952546	4954752	OIB
A03	4968904	4974132	OIB
A03	5003709	5010096	OIB
A03	5049113	5049443	OIB
A03	5123155	5123362	OIB
A03	5286489	5289178	OIB
A03	5320226	5320760	OIB
A03	5334332	5352836	OIB
A03	5403599	5463789	OIB
A03	5496102	5501629	OIB
A03	5512879	5519781	OIB
A03	5536783	5552909	OIB
A03	5605657	5624466	OIB
A03	5686137	5692650	OIB
A03	5724519	5729437	OIB
A03	5732455	5754619	OIB
A03	5816307	5823782	OIB
A03	5844544	5844873	OIB
A03	5854955	5855229	OIB
A03	5959373	5965578	OIB
A03	5966596	5978869	OIB
A03	5981729	6025737	OIB
A03	6036383	6045763	OIB
A03	6056044	6092893	OIB
A03	6105026	6116203	OIB
A03	6192582	6198931	OIB
A03	6232450	6272355	OIB
A03	6272946	6277201	OIB
A03	6288168	6291771	OIB
A03	6382158	6385329	OIB
A03	6444903	6451686	OIB
A03	6526325	6528904	OIB
A03	6549856	6557695	OIB
A03	6570815	6589818	OIB
A03	6601136	6612059	OIB
A03	6689940	6691425	OIB
A03	6729824	6730032	OIB
A03	6746731	6749814	OIB
A03	6846593	6855018	OIB
A03	6867159	6872625	OIB
A03	6873159	6887365	OIB
A03	6898273	6915922	OIB
A03	7159139	7159298	OIB
A03	7234602	7238026	OIB
A03	7291649	7343887	OIB
A03	7346308	7393563	OIB
A03	7415648	7420581	OIB
A03	7449733	7455534	OIB
A03	7466910	7467507	OIB
A03	7508123	7529082	OIB
A03	7636428	7637665	OIB
A03	7657011	7688641	OIB
A03	7787983	7794154	OIB
A03	7808637	7828280	OIB
A03	7828815	7859317	OIB
A03	7874771	7883887	OIB
A03	7980703	7981520	OIB
A03	7981696	7990145	OIB
A03	8009978	8012408	OIB
A03	8041594	8044999	OIB
A03	8058650	8059516	OIB
A03	8193906	8193910	OIB
A03	8213185	8222782	OIB
A03	8235367	8240405	OIB
A03	8260460	8260479	OIB
A03	8320453	8330049	OIB
A03	8333580	8350862	OIB
A03	8364201	8373052	OIB
A03	8404970	8408468	OIB
A03	8421051	8430950	OIB
A03	8465463	8476086	OIB
A03	8531265	8531287	OIB
A03	8544879	8557687	OIB
A03	8558191	8563012	OIB
A03	8576253	8576565	OIB
A03	8605430	8605483	OIB
A03	8691417	8697630	OIB
A03	8720775	8722502	OIB
A03	8798491	8808599	OIB
A03	8820031	8829239	OIB
A03	8852146	8867366	OIB
A03	8895534	8906764	OIB
A03	8930938	8942763	OIB
A03	8975425	8990919	OIB
A03	9065893	9082963	OIB
A03	9120345	9147720	OIB
A03	9177701	9197874	OIB
A03	9208456	9209150	OIB
A03	9274554	9318222	OIB
A03	9318555	9322587	OIB
A03	9352247	9352248	OIB
A03	9598287	9600972	OIB
A03	9607026	9612069	OIB
A03	9623267	9647130	OIB
A03	9690270	9715686	OIB
A03	9721324	9737074	OIB
A03	9737175	9748060	OIB
A03	9770679	9776196	OIB
A03	9801483	9801664	OIB
A03	9801666	9801958	OIB
A03	9812071	9812259	OIB
A03	9825453	9829377	OIB
A03	9830715	9838374	OIB
A03	9876092	9884018	OIB
A03	9897916	9900670	OIB
A03	9910439	9921547	OIB
A03	9932779	9933621	OIB
A03	9970671	10002066	OIB
A03	10175209	10186222	OIB
A03	10245607	10256703	OIB
A03	10392442	10405368	OIB
A03	10413509	10435699	OIB
A03	10446480	10447408	OIB
A03	10584158	10584366	OIB
A03	10607240	10609490	OIB
A03	10624110	10644846	OIB
A03	10667237	10681727	OIB
A03	10706026	10715999	OIB
A03	10743637	10751193	OIB
A03	10871920	10891120	OIB
A03	10892854	10900331	OIB
A03	10950979	10959270	OIB
A03	11006251	11006432	OIB
A03	11026369	11026671	OIB
A03	11027506	11041581	OIB
A03	11077834	11087614	OIB
A03	11126489	11126616	OIB
A03	11175688	11188872	OIB
A03	11188873	11201080	OIB
A03	11220875	11233930	OIB
A03	11363398	11387116	OIB
A03	11390555	11396928	OIB
A03	11413191	11413881	OIB
A03	11416392	11432648	OIB
A03	11432852	11468731	OIB
A03	11471278	11484467	OIB
A03	11521256	11537487	OIB
A03	11637695	11644784	OIB
A03	11781543	11785171	OIB
A03	11866730	11866737	OIB
A03	11867615	11871506	OIB
A03	12057210	12061357	OIB
A03	12183361	12183608	OIB
A03	12201295	12238421	OIB
A03	12355060	12399391	OIB
A03	12465058	12468047	OIB
A03	12470183	12477053	OIB
A03	12498706	12513721	OIB
A03	12527581	12531717	OIB
A03	12615563	12623002	OIB
A03	12639898	12648022	OIB
A03	12658038	12674573	OIB
A03	12717518	12726966	OIB
A03	12727101	12727535	OIB
A03	12740773	12750102	OIB
A03	12784417	12793597	OIB
A03	13091908	13115341	OIB
A03	13124733	13128988	OIB
A03	13250323	13250324	OIB
A03	13319269	13337198	OIB
A03	13368735	13390374	OIB
A03	13501638	13501912	OIB
A03	13513752	13515695	OIB
A03	13629352	13642347	OIB
A03	13658379	13659556	OIB
A03	13777995	13777996	OIB
A03	13825214	13828485	OIB
A03	13878771	13885722	OIB
A03	13895387	13896094	OIB
A03	13946281	13946282	OIB
A03	13976709	13984979	OIB
A03	14020575	14033580	OIB
A03	14043604	14045041	OIB
A03	14121346	14121347	OIB
A03	14143903	14143904	OIB
A03	14154542	14159117	OIB
A03	14169228	14169233	OIB
A03	14227420	14227425	OIB
A03	14227446	14243623	OIB
A03	14243734	14246542	OIB
A03	14357468	14369757	OIB
A03	14399471	14401364	OIB
A03	14610056	14626411	OIB
A03	14648152	14649087	OIB
A03	14714818	14720843	OIB
A03	14795790	14795791	OIB
A03	14813754	14813790	OIB
A03	14843616	14849782	OIB
A03	14861217	14867221	OIB
A03	14878110	14886774	OIB
A03	14889655	14922756	OIB
A03	14935530	14937065	OIB
A03	14972506	14978336	OIB
A03	14990813	15003229	OIB
A03	15016147	15016656	OIB
A03	15091741	15095577	OIB
A03	15106919	15114179	OIB
A03	15116283	15120168	OIB
A03	15181950	15201587	OIB
A03	15211618	15220161	OIB
A03	15234329	15244634	OIB
A03	15365029	15369569	OIB
A03	15582325	15582704	OIB
A03	15752311	15753125	OIB
A03	15857339	15859307	OIB
A03	15871377	15878825	OIB
A03	16086967	16090090	OIB
A03	16148769	16157236	OIB
A03	16212597	16217234	OIB
A03	16217420	16238696	OIB
A03	16274872	16275294	OIB
A03	16291648	16292632	OIB
A03	16371024	16425258	OIB
A03	16481327	16493363	OIB
A03	16713676	16717436	OIB
A03	16756469	16769934	OIB
A03	16798911	16806633	OIB
A03	16878852	16906123	OIB
A03	17032414	17037148	OIB
A03	17104086	17129402	OIB
A03	17247525	17261100	OIB
A03	17274446	17277519	OIB
A03	17500250	17501884	OIB
A03	17549464	17560625	OIB
A03	17581225	17623291	OIB
A03	17623310	17645439	OIB
A03	17645538	17645542	OIB
A03	17672165	17674599	OIB
A03	17686022	17687064	OIB
A03	17701663	17711891	OIB
A03	17713775	17745638	OIB
A03	17761367	17782720	OIB
A03	17833268	17843737	OIB
A03	17853907	17855144	OIB
A03	17860140	17891672	OIB
A03	17958113	17960284	OIB
A03	18042532	18070943	OIB
A03	18113359	18115336	OIB
A03	18188273	18188347	OIB
A03	18200777	18216768	OIB
A03	18234294	18234382	OIB
A03	18333523	18348366	OIB
A03	18373390	18393140	OIB
A03	18414409	18417824	OIB
A03	18431029	18435666	OIB
A03	18492780	18494002	OIB
A03	18544480	18558202	OIB
A03	18605021	18606899	OIB
A03	18701481	18715528	OIB
A03	18754626	18757858	OIB
A03	18865166	18879791	OIB
A03	18894498	18895448	OIB
A03	18895837	18915228	OIB
A03	18968504	19005632	OIB
A03	19009392	19058116	OIB
A03	19068833	19070533	OIB
A03	19080822	19113586	OIB
A03	19140598	19140599	OIB
A03	19196302	19198332	OIB
A03	19225987	19238726	OIB
A03	19286553	19298767	OIB
A03	19339354	19348728	OIB
A03	19395949	19405369	OIB
A03	19445818	19447199	OIB
A03	19452190	19460206	OIB
A03	19470451	19477789	OIB
A03	19490017	19531165	OIB
A03	19544177	19550996	OIB
A03	19567793	19567924	OIB
A03	19873176	19881265	OIB
A03	19921464	19922863	OIB
A03	19969200	19969285	OIB
A03	19969557	19972797	OIB
A03	19990376	19994950	OIB
A03	19996531	20031491	OIB
A03	20076764	20078482	OIB
A03	20093099	20096406	OIB
A03	20107803	20113964	OIB
A03	20138054	20142554	OIB
A03	20171008	20177961	OIB
A03	20179472	20225974	OIB
A03	20288852	20301701	OIB
A03	20356491	20362343	OIB
A03	20391834	20391879	OIB
A03	20393893	20398383	OIB
A03	20502525	20523405	OIB
A03	20640717	20640921	OIB
A03	20714060	20714061	OIB
A03	20978194	20979101	OIB
A03	21022514	21023137	OIB
A03	21082791	21085595	OIB
A03	21093230	21104864	OIB
A03	21219100	21219266	OIB
A03	21237755	21239052	OIB
A03	21244586	21255482	OIB
A03	21286187	21291623	OIB
A03	21312986	21312987	OIB
A03	21394868	21395854	OIB
A03	21549435	21561842	OIB
A03	21599650	21599870	OIB
A03	21625356	21625361	OIB
A03	21658179	21658877	OIB
A03	21719696	21730655	OIB
A03	21933250	21947214	OIB
A03	21955984	21960815	OIB
A03	22029748	22030368	OIB
A03	22088205	22103538	OIB
A03	22165042	22185798	OIB
A03	22300573	22326586	OIB
A03	22340703	22340734	OIB
A03	22354146	22358083	OIB
A03	22443761	22451411	OIB
A03	22451526	22460063	OIB
A03	22547345	22560015	OIB
A03	22560382	22565259	OIB
A03	22576238	22585290	OIB
A03	22643059	22671353	OIB
A03	22838364	22838595	OIB
A03	22883055	22885150	OIB
A03	22912568	22922699	OIB
A03	22974753	22986983	OIB
A03	23029060	23030642	OIB
A03	23055067	23055686	OIB
A03	23067112	23073781	OIB
A03	23080690	23094067	OIB
A03	23157323	23160465	OIB
A03	23171371	23175702	OIB
A03	23180455	23193957	OIB
A03	23222225	23222801	OIB
